1212,2,1,1,contents/1212_pic.svg,contents/1212_word.svg,contents/382.wav
1213,2,1,1,contents/1213_pic.svg,contents/1213_word.svg,contents/385.wav
1214,2,1,1,contents/1214_pic.svg,contents/1214_word.svg,contents/397.wav
1215,2,1,1,contents/1215_pic.svg,contents/1215_word.svg,contents/398.wav
1216,2,1,1,contents/1216_pic.svg,contents/1216_word.svg,contents/419.wav
1217,2,1,1,contents/1217_pic.svg,contents/1217_word.svg,contents/420.wav
1218,2,1,1,contents/1218_pic.svg,contents/1218_word.svg,contents/428.wav
1219,2,1,1,contents/1219_pic.svg,contents/1219_word.svg,contents/441.wav
12110,2,1,1,contents/12110_pic.svg,contents/12110_word.svg,contents/452.wav
12111,2,1,1,contents/12111_pic.svg,contents/12111_word.svg,contents/458.wav
12112,2,1,1,contents/12112_pic.svg,contents/12112_word.svg,contents/476.wav
12113,2,1,1,contents/12113_pic.svg,contents/12113_word.svg,contents/482.wav
12114,2,1,1,contents/12114_pic.svg,contents/12114_word.svg,contents/493.wav
12115,2,1,1,contents/12115_pic.svg,contents/12115_word.svg,contents/500.wav
12116,2,1,1,contents/12116_pic.svg,contents/12116_word.svg,contents/524.wav
12117,2,1,1,contents/12117_pic.svg,contents/12117_word.svg,contents/525.wav
12118,2,1,1,contents/12118_pic.svg,contents/12118_word.svg,contents/531.wav
12119,2,1,1,contents/12119_pic.svg,contents/12119_word.svg,Contents/536.wav
12120,2,1,1,contents/12120_pic.svg,contents/12120_word.svg,contents/3.wav
12121,2,1,1,contents/12121_pic.svg,contents/12121_word.svg,contents/3.wav
12122,2,1,1,contents/12122_pic.svg,contents/12122_word.svg,contents/3.wav
12123,2,1,1,contents/12123_pic.svg,contents/12123_word.svg,contents/3.wav
12124,2,1,1,contents/12124_pic.svg,contents/12124_word.svg,contents/3.wav

310,3,1,0,contents/310_lf1.svg,contents/310_lf2.svg,contents/3.wav
311,3,1,0,contents/311_lf1.svg,,contents/3.wav

1310,3,1,1,contents/1310_pic.svg,contents/1310_word.svg,contents/3.wav
1311,3,1,1,contents/1311_pic.svg,contents/1311_word.svg,contents/3.wav
1312,3,1,1,contents/1312_pic.svg,contents/1312_word.svg,contents/3.wav
1313,3,1,1,contents/1313_pic.svg,contents/1313_word.svg,contents/3.wav
1314,3,1,1,contents/1314_pic.svg,contents/1314_word.svg,contents/3.wav
1315,3,1,1,contents/1315_pic.svg,contents/1315_word.svg,contents/3.wav
1316,3,1,1,contents/1316_pic.svg,contents/1316_word.svg,contents/3.wav
1317,3,1,1,contents/1317_pic.svg,contents/1317_word.svg,contents/3.wav
1318,3,1,1,contents/1318_pic.svg,contents/1318_word.svg,contents/3.wav

320,3,2,0,contents/320_lf1.svg,contents/320_lf2.svg,contents/3.wav

1320,3,2,1,contents/1320_pic.png,contents/1320_word.svg,contents/3.wav
1321,3,2,1,contents/1321_pic.svg,contents/1321_word.svg,contents/3.wav
1322,3,2,1,contents/1322_pic.png,contents/1322_word.svg,contents/3.wav

330,3,3,0,contents/330_lf1.svg,,contents/3.wav

1330,3,3,1,contents/1330_pic.svg,contents/1330_word.svg,contents/3.wav
1331,3,3,1,contents/1331_pic.png,contents/1331_word.svg,contents/3.wav
1332,3,3,1,contents/1332_pic.svg,contents/1332_word.svg,contents/3.wav
1333,3,3,1,contents/1333_pic.svg,contents/1333_word.svg,contents/3.wav
1334,3,3,1,contents/1334_pic.svg,contents/1334_word.svg,contents/3.wav
1335,3,3,1,contents/1335_pic.svg,contents/1335_word.svg,contents/3.wav
1336,3,3,1,contents/1336_pic.svg,contents/1336_word.svg,contents/3.wav

340,3,4,0,contents/340_lf1.svg,contents/340_lf2.svg,contents/3.wav
341,3,4,0,contents/341_lf1.svg,contents/341_lf2.svg,contents/3.wav

1340,3,4,1,contents/1340_pic.svg,contents/1340_word.svg,contents/3.wav
1341,3,4,1,contents/1341_pic.svg,contents/1341_word.svg,contents/3.wav
1342,3,4,1,contents/1342_pic.png,contents/1342_word.svg,contents/3.wav
1343,3,4,1,contents/1343_pic.svg,contents/1343_word.svg,contents/3.wav
1344,3,4,1,contents/1344_pic.svg,contents/1344_word.svg,contents/3.wav
1345,3,4,1,contents/1345_pic.svg,contents/1345_word.svg,contents/3.wav
1346,3,4,1,contents/1346_pic.svg,contents/1346_word.svg,contents/3.wav
1347,3,4,1,contents/1347_pic.svg,contents/1347_word.svg,contents/3.wav
1348,3,4,1,contents/1348_pic.svg,contents/1348_word.svg,contents/3.wav
1349,3,4,1,contents/1349_pic.svg,contents/1349_word.svg,contents/3.wav

410,4,1,0,contents/410_lf1.svg,contents/410_lf2.svg,contents/3.wav

1415,4,1,1,contents/1415_pic.svg,contents/1415_word.svg,contents/3.wav
1414,4,1,1,contents/1414_pic.svg,contents/1414_word.svg,contents/3.wav
1412,4,1,1,contents/1412_pic.svg,contents/1412_word.svg,contents/3.wav
1411,4,1,1,contents/1411_pic.png,contents/1411_word.svg,contents/3.wav
1410,4,1,1,contents/1410_pic.svg,contents/1410_word.svg,contents/3.wav
1413,4,1,1,contents/1413_pic.svg,contents/1413_word.svg,contents/3.wav

420,4,2,0,contents/420_lf1.svg,,contents/3.wav

1424,4,2,1,contents/1424_pic.svg,contents/1424_word.svg,contents/3.wav
1423,4,2,1,contents/1423_pic.svg,contents/1423_word.svg,contents/3.wav
1421,4,2,1,contents/1421_pic.svg,contents/1421_word.svg,contents/3.wav
1420,4,2,1,contents/1420_pic.svg,contents/1420_word.svg,contents/3.wav
1422,4,2,1,contents/1422_pic.svg,contents/1422_word.svg,contents/3.wav
1425,4,2,1,contents/1425_pic.svg,contents/1425_word.svg,contents/3.wav
1426,4,2,1,contents/1426_pic.svg,contents/1426_word.svg,contents/3.wav

430,4,3,0,contents/430_lf1.svg,contents/430_lf2.svg,contents/3.wav

1430,4,3,1,contents/1430_pic.svg,contents/1430_word.svg,contents/3.wav
1431,4,3,1,contents/1431_pic.svg,contents/1431_word.svg,contents/3.wav
1432,4,3,1,contents/1432_pic.svg,contents/1432_word.svg,contents/3.wav
1433,4,3,1,contents/1433_pic.svg,contents/1433_word.svg,contents/3.wav
1434,4,3,1,contents/1434_pic.png,contents/1434_word.svg,contents/3.wav
1435,4,3,1,contents/1435_pic.svg,contents/1435_word.svg,contents/3.wav
1436,4,3,1,contents/1436_pic.svg,contents/1436_word.svg,contents/3.wav
1437,4,3,1,contents/1437_pic.svg,contents/1437_word.svg,contents/3.wav

440,4,4,0,contents/440_lf1.svg,,contents/3.wav

1440,4,4,1,contents/1440_pic.svg,contents/1440_word.svg,contents/3.wav
1441,4,4,1,contents/1441_pic.svg,contents/1441_word.svg,contents/3.wav
1442,4,4,1,contents/1442_pic.svg,contents/1442_word.svg,contents/3.wav

510,5,1,0,contents/510_lf1.svg,contents/510_lf2.svg,contents/3.wav

1510,5,1,1,contents/1510_pic.png,contents/1510_word.svg,contents/3.wav
1511,5,1,1,contents/1511_pic.png,contents/1511_word.svg,contents/3.wav
1512,5,1,1,contents/1512_pic.svg,contents/1512_word.svg,contents/3.wav

511,5,1,0,contents/511_lf1.svg,contents/511_lf2.svg,contents/3.wav

1513,5,1,1,contents/1513_pic.svg,contents/1513_word.svg,contents/3.wav
1514,5,1,1,contents/1514_pic.svg,contents/1514_word.svg,contents/3.wav
1515,5,1,1,contents/1515_pic.svg,contents/1515_word.svg,contents/3.wav
1516,5,1,1,contents/1516_pic.svg,contents/1516_word.svg,contents/3.wav

520,5,2,0,contents/520_lf1.svg,contents/520_lf2.svg,contents/3.wav

1520,5,2,1,contents/1520_pic.svg,contents/1520_word.svg,contents/3.wav
1521,5,2,1,contents/1521_pic.svg,contents/1521_word.svg,contents/3.wav
1522,5,2,1,contents/1522_pic.svg,contents/1522_word.svg,contents/3.wav

521,5,2,0,contents/521_lf1.svg,,contents/3.wav

1523,5,2,1,contents/1523_pic.svg,contents/1523_word.svg,contents/3.wav
1524,5,2,1,contents/1524_pic.svg,contents/1524_word.svg,contents/3.wav
1525,5,2,1,contents/1525_pic.svg,contents/1525_word.svg,contents/3.wav

530,5,3,0,contents/530_lf1.svg,,contents/3.wav

1530,5,3,1,contents/1530_pic.svg,contents/1530_word.svg,contents/3.wav
1531,5,3,1,contents/1531_pic.png,contents/1531_word.svg,contents/3.wav
1532,5,3,1,contents/1532_pic.svg,contents/1532_word.svg,contents/3.wav

531,5,3,0,contents/531_lf1.svg,,contents/3.wav

1533,5,3,1,contents/1533_pic.svg,contents/1533_word.svg,contents/3.wav
1534,5,3,1,contents/1534_pic.svg,contents/1534_word.svg,contents/3.wav

532,5,3,0,contents/532_lf1.svg,,contents/3.wav

1535,5,3,1,contents/1535_pic.svg,contents/1535_word.svg,contents/3.wav
1536,5,3,1,contents/1536_pic.svg,contents/1536_word.svg,contents/3.wav
1537,5,3,1,contents/1537_pic.svg,contents/1537_word.svg,contents/3.wav

533,5,3,0,contents/533_lf1.svg,contents/533_lf2.svg,contents/3.wav

1538,5,3,1,contents/1538_pic.svg,contents/1538_word.svg,contents/3.wav
1539,5,3,1,contents/1539_pic.svg,contents/1539_word.svg,contents/3.wav
15310,5,3,1,contents/15310_pic.png,contents/15310_word.svg,contents/3.wav

534,5,3,0,contents/534_lf1.svg,,contents/3.wav

15311,5,3,1,contents/15311_pic.png,contents/15311_word.svg,contents/3.wav

535,5,3,0,contents/535_lf1.svg,contents/535_lf2.svg,contents/3.wav

15312,5,3,1,contents/15312_pic.svg,contents/15312_word.svg,contents/3.wav

536,5,3,0,contents/536_lf1.svg,,contents/3.wav

15313,5,3,1,contents/15313_pic.svg,contents/15313_word.svg,contents/3.wav
15314,5,3,1,contents/15314_pic.svg,contents/15314_word.svg,contents/3.wav
15315,5,3,1,contents/15315_pic.svg,contents/15315_word.svg,contents/3.wav

540,5,4,0,contents/540_lf1.svg,contents/540_lf2.svg,contents/3.wav

1540,5,4,1,contents/1540_pic.svg,contents/1540_word.svg,contents/3.wav
1541,5,4,1,contents/1541_pic.svg,contents/1541_word.svg,contents/3.wav
1542,5,4,1,contents/1542_pic.svg,contents/1542_word.svg,contents/3.wav

541,5,4,0,contents/541_lf1.svg,,contents/3.wav

1543,5,4,1,contents/1543_pic.svg,contents/1543_word.svg,contents/3.wav
