1,1,0x00aeef
1,2,0x0494b5
1,3,0x077284
1,4,0x075a63
2,1,0xf79522
3,1,0x05b0a1
3,1,0x0a9988
3,1,0x0b8271
3,4,0x096858
4,1,0xcddc47
4,2,0xb2b240
4,3,0x9b993b
5,1,0x8f4f98
5,2,0x703f7c
5,3,0x5a376b
5,4,0x432b4f
